name,gmap_id,latitude,longitude,stars,review_count,hours_Monday,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday,city,ZIP Code
Buck's Pizza,0x89ccf6a87056e33b:0xbc9afe71f426b930,41.1312518,-78.7355316,4.5,658,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,DuBois,15801
Villa Ballanca,0x8834bdf998486977:0xc744f82aa26e3608,40.590295999999995,-79.735698,4.7,828,Closed,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Lower Burrell,15068
P&M Pizza,0x883495dc9d9fe949:0xa040ef641de80a2f,40.5766784,-79.7682652,4.4,255,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,Closed,New Kensington,15068
Nancettas Ristorante | Italian Restaurant Pittsburgh,0x8834ed1c3f327b79:0xb36da19bea284f41,40.488103599999995,-79.8781772,3.7,78,11:30AM–2PM,11:30AM–2PM,11:30AM–2PM,11:30AM–2PM,11:30AM–2PM,4:30–10:30PM,Closed,Pittsburgh,15238
Michael A's Restaurant & Lounge,0x88349344d164c14f:0x32e05a7d54d5887,40.524054299999996,-79.8411533,4.5,228,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Closed,Oakmont,15139
Frank's Taste of Italy,0x89c9a27e5f773a07:0x5088eb71d6eb0992,39.8436112,-77.5573928,4.5,198,Closed,Closed,Closed,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Mont Alto,17237
Caretti's Pizza,0x89c975f53b587179:0xd95cd87b3f120627,39.9718078,-77.634772,4.4,298,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,9AM–10:30PM,9AM–10:30PM,10:30AM–9:30PM,Chambersburg,17201
Nino's Pizzarama & Family Restaurant,0x89c68f825dc1398f:0xc19e0a6ded18ed6b,40.2058578,-75.57275589999999,4.7,148,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,10:00–22:00,10:00–20:00,Linfield,19468
Pizza City,0x89c639f5894b7d71:0x378ca866c9f85b04,39.982616199999995,-76.1779124,4.5,258,11:00–20:00,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,Strasburg,17579
Blue Bell Pizza,0x89c6bb7d24267d8b:0x836b6337539fb23a,40.1391032,-75.2455652,4.2,158,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,10:00–22:00,11:00–21:00,Ambler,19002
Ariano,0x89c6e9062e7f2f63:0xaae01dd4695fb0f4,39.917770999999995,-75.391325,4.6,574,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10:30PM,11:30AM–10:30PM,00:00–21:00,Media,19063
La Fontana Della Citta,0x89c6c63a52a8dbb1:0x93ddfa6faa5eced1,39.947769,-75.16970049999999,4.1,288,11:30AM–3PM,11:30AM–3PM,11:30AM–3PM,11:30AM–3PM,11:30AM–3PM,16:00–23:00,14:00–22:00,Philadelphia,19103
Tony & Joe's Pizzeria,0x89c6be5cc39c8f3f:0xee87fe718c639e1f,40.074694699999995,-75.3051479,4.3,248,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Conshohocken,19428
Pepperoncini Restaurant & Bar,0x89c6be5b8a5a9531:0xcbdc20480a6d805d,40.072486,-75.302202,4.5,293,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–11PM,11:30AM–11PM,15:00–21:00,Conshohocken,19428
Bar Lucca,0x89c6bef50cfbc011:0x5a3cbb4326a40cf7,40.0744419,-75.2929611,4.5,426,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,00:00–22:00,00:00–22:00,Closed,Conshohocken,19428
Nikoli's Pizza and Catering,0x89c8c274f4cf2777:0xdb3667212cabd19b,40.2211123,-76.94398199999999,4.5,246,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10AM–9:30PM,10AM–9:30PM,11AM–8:30PM,Camp Hill,17011
Happy Pizza inc,0x89c511b332673f09:0xfbf9db241c53667e,41.2400703,-75.94646689999999,4.1,308,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,15:00–23:00,Plymouth,18651
Abbiocco,0x89c4d838b52065c9:0x2986380cf0f93eee,41.476838199999996,-75.68462559999999,4.7,198,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,Closed,Clarks Summit,18411
Arturo's,0x89c51fbd6fa9bb23:0xfa4a79e985a6f35a,41.327014899999995,-75.7457733,4.4,188,05:00–00:00,17:00–00:00,17:00–00:00,17:00–00:00,17:00–00:00,17:00–00:00,17:00–00:00,Dupont,18641
Bella Fiona Ristorante,0x89c69edcc40d8a2b:0xae87680caee65bd0,40.286986,-75.39863,4.3,214,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Harleysville,19438
Pellerito's Pizza,0x89c69e92566f1e9d:0x8fda18b6200127f,40.298406,-75.4135795,4.5,88,Closed,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,10:00–22:00,11:00–21:00,Harleysville,19438
Gennaro's Italian Kitchen,0x89c6e605d2a2f969:0x7deff75951644155,39.858146,-75.4267796,4.7,333,Closed,11:30AM–2PM,11:30AM–2PM,11:30AM–2PM,11:30AM–2PM,3–8:30PM,15:00–20:00,Aston,19014
Elegante Restaurant & Pizzeria,0x89c4b4996e5a151d:0x6c80948a68d27cb4,41.573161,-75.25583999999999,4.3,417,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,00:00–21:00,Honesdale,18431
Basilico's Pizzeria,0x89c4d9950615bfab:0x4744f28d17556099,41.462985599999996,-75.6402383,4.1,368,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–21:00,Dickson City,18519
Nino's Pizza & Ice Cream,0x89c573e73a4e675f:0x5eabe33a125ea9e,41.1674182,-76.1603423,4.7,216,Closed,Closed,15:00–21:00,15:00–21:00,15:00–21:00,15:00–21:00,00:00–20:00,Shickshinny,18655
Zag's Pizza,0x89c8c2214b595fe9:0xb9913ecbf427049c,40.239973299999996,-76.9228345,4.1,148,11AM–9:15PM,11AM–9:15PM,11AM–9:15PM,11AM–9:15PM,11AM–9:15PM,11AM–8:15PM,12–8:15PM,Camp Hill,17011
Lenzi's Restaurant,0x8834fd54c38a97cb:0xd31a28a73bb704cc,40.198330999999996,-79.92044299999999,4.7,358,Closed,11:00–19:00,11:00–19:00,11:00–19:00,11:00–19:00,13:00–19:00,Closed,Monongahela,15063
Italian Village Pizza,0x8834fd53e8f355ef:0x8e675bf7a114a823,40.201426999999995,-79.9239,4.4,188,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,00:00–21:00,Monongahela,15063
Armando's Pizza,0x88351d0f7d69a0d1:0xad7f17c640ba176a,40.1587555,-79.8696197,4.3,145,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–00:00,10:00–00:00,11:00–23:00,Belle Vernon,15012
Anthony's Italiano,0x88351d92386ae879:0x1c0047b7b06e45f4,40.1772184,-79.85663869999999,4.2,97,Closed,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,14:00–20:00,2–7:30PM,Donora,15033
Dettore's Pizza,0x8834fd5b2ef9302d:0x11a8feb1c5e44f7e,40.206052899999996,-79.9342751,4.4,188,00:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–23:00,15:00–22:00,Monongahela,15063
Vinny's Pizza,0x8834f73adb05fbfb:0x952225c705079c05,40.3949845,-80.02214699999999,3.5,148,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–01:00,11:00–01:00,11:00–22:00,Pittsburgh,15226
Taranova's,0x89c152a6c66088d9:0xf552a361119d3c46,40.1361379,-74.9507497,4.3,333,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,10:00–22:00,10:00–21:00,Bensalem,19020
Caffe Valentino,0x89c6c8a6b1c31723:0x1736a79676a4d080,39.931875999999995,-75.1494742,4.4,164,15:00–22:00,15:00–22:00,15:00–22:00,15:00–22:00,15:00–22:00,15:00–22:00,15:00–22:00,Philadelphia,19147
Scoogi's Classic Italian,0x89c6bbba5d8fa8b5:0xeac9772a41490a54,40.1135346,-75.2142216,4.4,568,Closed,Closed,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,Flourtown,19031
Calabrisella,0x89c6b34fd4571997:0x35f3e32daabcd250,40.065187099999996,-74.9763996,4.3,278,16:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,00:00–22:00,00:00–22:00,00:00–21:00,Andalusia,19020
Pete's Famous Pizza,0x89c6c7c9bff058b3:0x66023429f044b884,39.967175,-75.176417,4.2,285,11AM–11:30PM,11AM–11:30PM,11AM–11:30PM,11AM–11:30PM,11AM–11:30PM,11AM–11:30PM,11AM–11:30PM,Philadelphia,19130
Bertucci's Italian Restaurant,0x89c6ae6e87374843:0x9455bcc7164741f6,40.1714887,-75.07301,4.2,596,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11:00–22:00,11:00–22:00,11:00–22:00,11AM–9:30PM,Huntingdon Valley,19006
Riviera D'Italia,0x89c6b067bccef7db:0xd79b5ad61a89e351,40.124611,-75.13273,4.5,305,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:30AM–10PM,Abington,19001
UNO Pizzeria & Grill,0x89c6bdd65101578d:0x2989992d4ee136fc,40.1002529,-75.30454689999999,4.2,908,11:30AM–12AM,11:30AM–12AM,11:30AM–12AM,11:30AM–12AM,11:30AM–1AM,11:30AM–1AM,11:30AM–12AM,Conshohocken,19428
Trios Tomato Pie,0x89c6b09b342ad6dd:0x5df2ca888294fbfa,40.10735,-75.14725299999999,4.4,187,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,10:30AM–10PM,11:30AM–9PM,Glenside,19038
La Strada Italian Restaurant I Byo,0x89c6b18a490e2517:0x327fb4c6e46da0fa,40.123193799999996,-75.06353299999999,4.7,315,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,Huntingdon Valley,19006
Brothers Pizza & Pasta,0x89c6f14ad137eb81:0x5557e1ca094f3e87,39.9595942,-75.6208169,4.3,147,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–21:00,West Chester,19380
Bravo Pizza of Concord,0x89c6f00083830885:0xc0c91c37ffa2cc29,39.885798799999996,-75.5310411,4.3,164,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,Glen Mills,19342
Talluto's Authentic Italian Food,0x89c6c2be228508df:0xbfe35613f44a0bc3,39.8787204,-75.3222308,4.9,343,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–17:00,10:00–17:00,Ridley Park,19078
Scoglio's Greentree,0x8834f65ab68bf1d5:0xd119867b669ca2a9,40.4205003,-80.06432819999999,4.6,382,Closed,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,4–9:30PM,Closed,Pittsburgh,15220
Original Italian Pizza,0x89c5877c2591e339:0x267be09cb674c344,41.0019749,-76.4496205,3.9,228,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,11:30AM–9PM,Bloomsburg,17815
Bertucci's Italian Restaurant,0x89c6bc37e2965b39:0x487ccbab4d2aad41,40.117173199999996,-75.28165729999999,4.1,548,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Plymouth Meeting,19462
Paesano's Pizza Italian Restaurant,0x89c865b1a100f941:0x93bdab7a8cd67441,39.738876,-76.70168699999999,4.5,288,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,00:00–21:00,New Freedom,17349
Arlecchino Ristorante,0x883455e2c7d95d53:0x64a1adf7e91b401e,40.2915327,-80.10873579999999,4.8,327,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,Closed,McMurray,15317
Il Pizzaiolo,0x8834f771ae8ed6eb:0xd6c1b3f522f91480,40.380189,-80.04448599999999,4.5,497,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,00:00–22:00,00:00–22:00,Mt Lebanon,15228
Nino's Pizzarama Willow Grove,0x89c6afc16f11809d:0xe95862edcc4dec69,40.1715178,-75.1274474,4.3,385,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11AM–9:30PM,Willow Grove,19090
Byrsa Bistro & Pizza at Glen Mills,0x89c6f8a0484ad5f1:0xa1aebe306d7932f1,39.920034199999996,-75.4900505,4.7,128,15:00–21:00,Closed,15:00–21:00,15:00–21:00,15:00–21:00,15:00–21:00,15:00–21:00,Glen Mills,19342
Wood Fire Italian Grill,0x89c888d8b6442b29:0xfee541c9ceb5ed2a,39.932565,-76.6830757,4.4,357,Closed,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–10PM,10:30AM–10PM,11AM–9:30PM,York,17402
Molinari's,0x89c43e44887e0683:0xa97bd7729142130,40.611967,-75.37342509999999,4.6,288,Closed,Closed,Closed,5–9:30PM,5–9:30PM,5–9:30PM,Closed,Bethlehem,18015
Angelo's Pizza & Ristorante NORTHEAST PHILADELPHIA,0x89c6b241bf29003d:0x41242306b707fdca,40.121646,-75.035263,4.3,138,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Philadelphia,19116
Peter's Europa House,0x89c3581aacda09fd:0x37cca5c3c1b6c490,41.3826408,-74.95062209999999,4.8,345,Closed,Closed,16:00–21:00,16:00–21:00,4–9:30PM,4–9:30PM,3–7:30PM,Shohola,18458
Fiorentino's Italian Restaurant,0x89c622eddb8c6e81:0xc2391276fc758ff4,40.1189669,-76.29950099999999,4.3,758,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Lititz,17543
Scotto’s Ristorante and Pizzeria,0x89cf56c0dec559d3:0x8fbfa5074a92a123,40.5923714,-76.5306293,4.6,228,10:30AM–10PM,Closed,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,Tower City,17980
Genova's To Go Hanover,0x89c85b016fa47119:0x955fc090668b810f,39.7720364,-76.95985019999999,4.1,318,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Hanover,17331
Italian Kitchen,0x89c6c15aeba40b31:0x918951f61a7fe7e6,39.940415,-75.261241,4.0,158,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,Lansdowne,19050
Pizza D'Oro Italian Restaurant,0x89c46c4beb4992e3:0x161d7384b69019ad,40.6997583,-75.2057361,4.6,205,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,16:00–20:00,Easton,18042
Barbato's Italian Restaurant,0x883281058eb5eac5:0x3b97e5ae8c1eb816,42.0721533,-80.0429065,3.9,168,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Erie,16509
Anthony's Coal Fired Pizza,0x883459219d67d577:0x17aa3e6a04754f9d,40.4380379,-80.14646259999999,4.3,827,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Pittsburgh,15205
Piccolo Forno,0x8834f3b34e1a4ae5:0xe377b4750fbab0eb,40.4670037,-79.9643576,4.6,658,Closed,00:00–21:00,00:00–21:00,00:00–21:00,00:00–22:00,00:00–22:00,Closed,Pittsburgh,15201
Zia Maria Italian Eatery & Pub,0x89c6132d1b0f31f3:0x844b4fe3ca9ccf74,40.227986,-76.089364,4.0,398,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,Denver,17517
Sotto,0x89c6c647ddcf712f:0xf58dae8b739c8531,39.9513397,-75.1792603,4.6,154,Closed,00:00–21:00,00:00–21:00,00:00–21:00,00:00–22:00,00:00–22:00,Closed,Philadelphia,19103
DiMaio's Italian Ristorante & Pizzeria,0x89c4161de91872e1:0x2555b3df6b4f9b5a,40.568506,-75.339186,4.6,144,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,Closed,Hellertown,18055
Caporella's,0x88353e3a9a0bbd05:0xb55d9bf45490b1cb,39.9026737,-79.7265596,4.6,648,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–20:00,Uniontown,15401
Italian Village Pizza,0x88351c3a9c89f28f:0x4e59d327de338926,40.13731,-79.8419571,4.2,338,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,Closed,Belle Vernon,15012
Italian Village Pizza,0x8834e41b684caa4d:0xbb14555ff4e5b97d,40.279722,-79.8365305,4.1,48,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,15:00–22:00,Elizabeth,15037
Carrabba's Italian Grill,0x89c8c293bed20eaf:0x907dc85eec8ef3da,40.238126199999996,-76.9795626,4.3,1233,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–21:00,Mechanicsburg,17050
Bella Napoli Pizzeria,0x89c68e093fa7ae27:0x5b0dd2366774a790,40.130637199999995,-75.5459908,4.2,268,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11AM–10:30PM,11AM–10:30PM,11AM–9:30PM,Phoenixville,19460
Pats Pizza & Bistro Phoenixville,0x89c691ffd0927dd9:0xe64acbd58675fcdb,40.128910399999995,-75.52736019999999,3.9,188,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10AM–10:30PM,10AM–10:30PM,11:00–22:00,Phoenixville,19460
Carlucci's Express,0x89c156b2daa677fd:0x1aa8b585096bd7dd,40.198738,-74.862628,4.2,212,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,Yardley,19067
Venezia Pizza,0x89c156bc940b6aa1:0x2df552dd86d360cd,40.221055799999995,-74.8730104,4.5,158,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,10:30AM–10PM,11:00–21:00,Yardley,19067
Olive Garden Italian Restaurant,0x8835acf065c1c9c3:0xeb56bf4f97c092a3,40.188342999999996,-80.220034,4.2,1395,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Washington,15301
Cafe Italia,0x89c5193de81d35e9:0x45b956c065b237aa,41.300841999999996,-75.8309694,4.5,228,Closed,Closed,15:00–20:00,15:00–20:00,15:00–20:00,15:00–20:00,Closed,Jenkins Township,18640
Agolinos,0x89c51f30a707836d:0xed9bfacace5eb3eb,41.327019,-75.795367,4.6,626,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,08:00–13:00,West Pittston,18643
Capri Restaurant,0x89c4ba094381ea0d:0x4aa5c81501f07473,41.4323347,-75.2307996,4.2,96,Closed,Closed,Closed,5PM–12:30AM,17:00–23:00,2:30PM–12AM,2:30PM–12AM,Lakeville,18438
Dominion Pizza,0x89c6245b98c04fc1:0xb90ddc04fdd718a5,40.038147699999996,-76.3256391,4.3,624,10:00–01:00,10:00–01:00,10:00–01:00,10:00–01:00,10:00–01:00,10:00–01:00,00:00–22:00,Lancaster,17603
Two cousins pizza Columbia Avenue Lancaster,0x89c624255b9b2057:0xbeb6451abfad4f6c,40.037861899999996,-76.35318219999999,4.2,194,Closed,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–10PM,10:30AM–10PM,11:00–21:00,Lancaster,17603
Bravo! Italian Kitchen,0x88345959f64fb7db:0x6469f9a33ee5d6d2,40.4485081,-80.1806323,4.3,1052,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Pittsburgh,15275
Mario Brothers Pizza,0x89c6b6a0653e3bc7:0xdfc19496563096ea,40.0485243,-75.0617302,4.5,473,Closed,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,00:00–22:00,Philadelphia,19149
Po Le Cucina,0x89c6a4b82438f0e7:0x7b49309d68d66878,40.178741699999996,-75.2262556,4.7,173,Closed,Closed,15:00–20:00,15:00–20:00,15:00–20:00,15:00–20:00,Closed,Lower Gwynedd Township,19002
Penn Pizza Bethlehem,0x89c43e5187fdd345:0xa9db8322156a2115,40.621926099999996,-75.3782477,3.9,105,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11:00–03:00,11:00–03:00,11:00–21:00,Bethlehem,18018
Rocco & Anna's Ristorante,0x89c6453c7142886b:0x3d1b6d2a016b8eb8,39.9609661,-75.9177555,4.4,430,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Parkesburg,19365
A&A Pizza and Italian Food,0x89c5a577299e656f:0xa1bac96b822fed5,40.928146399999996,-75.9141844,4.6,197,10:30AM–10PM,Closed,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,Beaver Meadows,18216
Assante Ristorante Italiano,0x89c4478ddcc8773b:0x973267e19d81ec00,40.690384,-75.499417,4.6,308,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,00:00–21:00,Northampton,18067
Salvatore's Pizza House,0x8834edd00843c21f:0x74dbdaf770748746,40.44359,-79.88557949999999,4.3,904,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Closed,Pittsburgh,15221
Angelo's Pizzeria,0x8834f24748b6ce9f:0xc2ce904315c32656,40.4607398,-79.9478879,4.5,458,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,Closed,Pittsburgh,15224
Jim & Nena's Pizzeria,0x89c8f31dff796539:0x56d93a53295cd468,40.0055556,-76.8552778,4.2,468,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Dover,17315
Tutoni's Restaurant,0x89c88ea691fe5375:0x3ee11cc1301e96a5,39.964068399999995,-76.7287162,4.6,325,Closed,17:00–21:00,17:00–21:00,17:00–21:00,17:00–21:00,17:00–21:00,Closed,York,17401
Paradise Restaurant,0x89c6c8692e4a2ac3:0x9ca594c00b7c6796,39.968713099999995,-75.1364849,4.3,246,07:00–21:00,07:00–21:00,07:00–21:00,07:00–21:00,07:00–21:00,07:00–21:00,07:00–21:00,Philadelphia,19123
Mega Quality Pizza Restaurant,0x89c6b3b984a44f5b:0x7ad28e00175f57d6,40.090413999999996,-75.032493,4.0,158,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,Philadelphia,19115
512 Restaurant,0x89c46698a6acc18f:0x32407d49918d0b50,40.868507699999995,-75.2547472,4.2,158,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Pen Argyl,18072
Anthony's Ristorante & Ballroom (Take-Out in Drexel Hill),0x89c6c1f39048dbc5:0xed089e3319d45e75,39.9450126,-75.34774,4.4,467,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,Springfield,19064
Lamberti Pizza & Market,0x89c6c882eff24afb:0x210964c6e3d36453,39.9497346,-75.15260479999999,4.4,155,10:30AM–6PM,10:30AM–6PM,10:30AM–6PM,10:30AM–6PM,10:30AM–6PM,10:30AM–6PM,Closed,Philadelphia,19106
Aramingo's Best Pizza,0x89c6c82dd7600707:0xfd456fcec43a9a61,39.9846863,-75.1133973,4.1,298,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,00:00–23:00,Philadelphia,19134
Italian Family Pizzeria,0x89c14e111ee8b9ef:0xe7a67b881c01e9b3,40.106916,-74.858195,4.2,138,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,Closed,Bristol,19007
Pat's Pizza & Bistro Levittown,0x89c1511eb5da3909:0x993ec7d1d22e1930,40.173004899999995,-74.8321053,4.2,265,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,10:00–22:00,11:00–21:00,Levittown,19054
Valerio's Italian Restaurant,0x883281e1da68144d:0xcc6545e972358e45,42.1162188,-80.027599,4.0,707,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,Erie,16510
Italian Pizza & Subs,0x89c8bed8a9d590d3:0x368a1f2e78bbc4f7,40.2641658,-76.7797496,4.6,494,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,Harrisburg,17111
Vito's Italian Ristorante,0x89c8c195a22bc42b:0xf74a072f0ab026ed,40.2352802,-76.8968094,4.5,397,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,00:00–21:00,Camp Hill,17011
Rosario's,0x89c4d802fc8c5051:0xea87199c5c910afa,41.495683,-75.70457329999999,4.6,538,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Clarks Summit,18411
Budd's Pizza Cafe,0x406635819f848507:0x78fa7ffdfec01e52,41.2639656,-75.9022907,4.4,296,Closed,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Kingston,18704
Dino's Pizza,0x89cb8d0960130063:0xd293e0e20a3bd0b1,40.537526,-78.3565133,4.6,158,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,Closed,Altoona,16602
LaScala's Pronto,0x89c6c7d248dc42e3:0xf9ba1af2a6ff67b6,39.9628942,-75.1631507,4.2,327,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–22:00,10:00–22:00,Philadelphia,19130
Two Brother's Pizzeria Italian Market,0x89c8bf746d3f94e3:0xd21e36d03746f39,40.24662,-76.80409999999999,4.4,337,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,Harrisburg,17111
Old Roman Best Pizza,0x89c14d16bad522eb:0x20752dbe76d9671c,40.1043509,-74.9392214,4.1,128,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10:30PM,11AM–10:30PM,12–9:30PM,Bensalem,19020
LUCA,0x89c6248ae56eb2c7:0x39e295b09f9606d5,40.0449444,-76.31531939999999,4.6,1002,Closed,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,Lancaster,17603
